"Flux/Origine","type","Statut","superviseur","Date posté","Date reçu","Date Traité","pseudo","Uid","Titre","Corps Message","Image","Prio","Id.N","ID du contenu","Action"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 09:51:33","27.03.2026 10:52:04","27.03.2026 10:52:07","Régis P","","","500 000 médecins .... LOL ...même dans 15 ans .... et en tout cas , pas 500 000 dans la région Cote d'Azur... il semble que ce ne soit pas tout à fait le cas en ce moment ....et si tous les CDOM devaient se comporter comme cela , il faudrait encore augmenter les cotisations et les multiplier par 10 ou plus ... argumentation très très spécieuse, fallacieuse, et pas de bonne augure sur la sincérité de l'Ordre. Quid des explications à ces hausses insupportables et inadmissibles, alors que nos actes sont verrouillés et abaissés pour certains... Quid des responsables qui s'auto congratulent et se félicitent de tenir compte des remarques de l'IGF de 2019 ....en 2026 !! Et quelles sont les véritables réformes entreprises, quelles sont les garanties que de nouveaux dérapages ne vont pas se reproduire, quid des responsables de ces dérives qui devraient être punis et condamnés à rembourser les ""abus de biens sociaux"".... Trop facile , tout cela .... RP","","26","26981199839","478636","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 09:08:21","27.03.2026 10:08:42","27.03.2026 10:08:46","CLAIRE F","","","La question telle qu'elle posée est simpliste: - non l'Ordre tel qu'il est actuellement gouverné, géré, galvaudé par ses instances notamment nationales, lui fait courir le risque de la perte de légitimité. - OUI l'Ordre des Médecins est légitime, c'est bien la seule instance qu'il nous reste pour faire au mieux pour notre exercice et les patients qui en confiance, nous confient leur santé et leur vie, pour porter haut et fort notre vision de l'éthique. La responsabilité de ceux qui le sabotent par des usages et des pratiques particulièrement inconvenantes, déviantes voire malhonnêtes, n'en est que plus lourde... Et tombe bien mal alors que la broncha contre des augmentations éhontées de nos cotisations ne désenfle pas...","","26","26981080674","478635","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","29.03.2026 09:44:46","29.03.2026 11:45:05","29.03.2026 11:45:08","Candide","","","J'ajoute que personnellement, après 4 jours de paracétamol pour un covid, une dysphagie devenue intolérable, un début de gêne respiratoire, j'ai pris un traitememt qui m'a amélioré dès le premier jour et guéri en moins d'une semaine ? Que m'eût-on fait à l'hôpital, simple gueux de près de 80 ans, après attente des heures ou jours sur un grabat progressiste labellisé ?","","26","26987573688","478743","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 23:55:35","29.03.2026 00:55:46","29.03.2026 00:55:49","CYRILLE V","","","Tu ne crois quand même pas qu’il va se déranger pour toi ? 🤡","","26","26986511657","478742","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 23:08:13","27.03.2026 00:08:19","27.03.2026 00:08:27","CYRILLE V","","","Pour le démasquer, il suffit de mettre un montant un peu supérieur au tarif de la consultation sur son TPE et le mettre sous le nez du faux aveugle. Miracle ! Il retrouve la vue pour contester le chiffre. « C’est facile, c’est pas cher, et ça peut démasquer gros »","","26","26980029517","478621","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 21:11:25","25.03.2026 22:11:37","25.03.2026 22:11:38","Dominique S_12","","","Même en TLC, c'est niet! Sauf en cas d'indication flagrante et incontestable ce qui est rarement le cas lorsque les patients nous sont adressés par le kiné ou l'ostéopathe.","","26","26976226821","478583","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 21:00:39","25.03.2026 22:01:08","25.03.2026 22:01:10","CYRILLE V","","","C’est bien la première fois qu’on voit Fannie ne pas cracher avec mépris sur les médecins généralistes. Tu as besoin de restaurer ton image dans les forums du QDM ?","","26","26976198620","478582","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 20:58:18","25.03.2026 21:58:48","25.03.2026 21:58:50","CYRILLE V","","","Ça existe déjà : « Docteur, le kiné (ou l’ostéopathe) m’a dit qu’il ne veut plus s’occuper de moi tant que je n’ai pas passé une IRM du rachis cervical. Donc j’en ai absolument besoin et c’est pour ça que je viens vous voir en urgence entre deux patients pour avoir mon ordonnance ». Idem pour certains podologues.","","26","26976190421","478581","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 18:38:36","25.03.2026 19:38:55","25.03.2026 19:38:57","BDA_1","","","Distant de 80 kilomètres en jet privé?...","","26","26975746990","478580","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 18:00:06","25.03.2026 19:00:36","25.03.2026 19:00:37","daniel r_7","","","Les URPS seraint plus digne de confiance que l'ordre? A leur création je pensais que c'était une sucette pour les syndicats et rien ne m'a détrompé! Je crois d'ailleurs qu'elles ont eu aussi leur heure de gloire avec la cour des comptes.","","26","26975613011","478579","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 13:53:37","25.03.2026 14:54:01","25.03.2026 14:54:03","Candide","","","Crypto-trotskyste = gouvernant de la France prônant en secret le renversement de son propre gouvernement par une révolution anti-démocratique ? A votre disposition pour un bilan plus complet (35 heures ; capitulation pour le voile ; sabotage du nucléaire, etc. ?)","","26","26974936328","478578","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 08:26:24","27.03.2026 09:26:51","27.03.2026 09:26:55","I.A","","","Il est certain qu’utiliser le terme de « complotistes » fut une insulte inacceptable donc inacceptée. Les « cryptozoologues » (si si, ça existe), terme revendiqué par eux-même, critiquent la science quand elle dérange, et de façon assumée, utilisent leurs propres règles ; par exemple démonstration irréfutable, par des « on a vu, on a entendu, Il paraît que, … aurait été…, il est évident que, je pense que, mon voisin m’a dit que, etc » , de l’existence du yéti ou du monstre du Loch Ness. De façon calquée, un néologisme impossible à nier, celui de « cryptopharmacologue » conviendrait à tout spécialiste de cette question.","","26","26980968565","478633","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 08:15:31","27.03.2026 09:15:46","27.03.2026 09:15:47","doc911","","","À ce propos, notre confrère C. Malhuret fait, hier, comme souvent, honneur à notre profession. https://www.youtube.com/watch?v=B3nROpxUTYw","","26","26980937723","478632","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 08:13:16","27.03.2026 09:13:26","27.03.2026 09:13:29","pediatresecteur1fatigué","","","Fleur médecin Les vaccins covid en France ont évité des milliers de morts. En situation d'urgence des ATU sont délivrées. C'est le covid qui tue. Pas les vaccins. Bien sûr depuis, ils sont mieux connus, et ne restent commercialisés que ceux qui sont éprouvés par le temps. Que nos jeunes se souviennent des milliers de morts en Chine..aux USA... Un médecin qui parle doit se baser sur des bases scientifiques même sur le chat du quotidien et ne jamais accuser à tord. Jamais entendu parler de ce syndicat! . D'aiileurs la technologie de fabrication nous a fait bénéficier de nouveaux médicaments révolutionnaires ! Cordialement.","","26","26980930708","478631","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 08:01:53","27.03.2026 09:02:18","27.03.2026 09:02:22","ANNE Y","","","Il ne s'agit pas de LA VACCINATION au sens large du terme, que l'on ne remet pas en question concernant certaines maladies, mais de l'injection forcée (via le pass sanitaire) de produits illégalement commercialisés alors qu'en phase 3 d'expérimentation, ce qui vient d'être reconnu par la Cour de Justice Européenne et par la justice française. D'ailleurs les principaux promoteurs sont actuellement poursuivis devant la Cour de Justice Internationale de la Haye pour crime contre l'humanité. Ceux qui ont prétendu que les produits injectés étaient en phase 4 ont sciemment menti et en répondront tôt ou tard devant ladite justice. Ca a bien commencé aux USA avec Fauci et toute sa clique!","","26","26980901067","478630","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 07:56:14","27.03.2026 08:56:41","27.03.2026 08:56:44","pacha01","","","Les années passent , la cour des comptes donne des conseils, dit des banalités, et rien ne se passe.. le vrai courage serait de s'attaquer aux copains de l'administration de la santé en France, a toutes ces hautes autorités qui se multiplient regulierement.. mais la, le plat est trop bon, faut pas y mettre les pieds..","","26","26980885133","478629","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 07:53:30","27.03.2026 08:53:47","27.03.2026 08:53:48","ANNE Y","","","Vue son omniprésence sur les plateaux TV encore maintenant, il semble disposer de beaucoup de temps libre...peut être par manque de patients?","","26","26980877597","478628","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 07:51:26","27.03.2026 08:51:27","27.03.2026 08:51:32","doc911","","","Ce n'a rien d'un syndicat puisque ce quarteron de vaticinateurs - hé hé, pas mal trouvé non - habituels grossistes de France-Soir (celui des faibles d'esprit, pas l'historique d'Y. Grosrichard et P. Lazareff que lisait ma maman) composé des quatre téléconseillères, L. Fouché (qui ne prend plus ses gouttes), du Dr homéopatte O.Soulier qui marche à côté de ses pompes (ce n'est pas une fake news) du barde F. Lalanne (rappelons sa fameuse digression ""C'est en leur tournant le dos que l'on triomphe des monstres qui nous habitent."") et de notre facétieuse fannie, celle qui n'en loupe pas une même lorsqu'on pensait avoir touché le fond.","","26","26980870659","478627","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 06:41:11","27.03.2026 07:41:13","27.03.2026 07:41:14","pacha01","","","c est sur qu' augmenter ses émoluments de 15% c ' est déjà une première reforme...","","26","26980691675","478626","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 06:35:09","27.03.2026 07:35:37","27.03.2026 07:35:39","pacha01","","","La prothesiste dentaire peut elle de temps en temps laisser les adultes competents debattre entre eux et ecouter sagement? ?","","26","26980679015","478625","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 23:15:08","27.03.2026 00:15:19","27.03.2026 00:15:20","DOMINIQUE B_281","","","Et il continue encore dans les meetings organisés par Macaron sur la liberté d’expression.","","26","26980046936","478624","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 23:13:47","27.03.2026 00:14:03","27.03.2026 00:14:05","DOMINIQUE B_281","","","Rien d’autre à part des phrases toutes faites vides de sens répétées depuis 2020. Ouvrez les yeux. Écoutez ceux qui savent et qui n’ont pas magouillé ni derogé aux conflits d’intérêts….","","26","26980044359","478623","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 17:12:49","28.03.2026 18:13:18","28.03.2026 18:13:22","tapas92","","","pas que honorifique : mon PCME ne bosse plus dans les soins, il passe ton temps (décompté) dans des réunions à hocher de la tête ... il attend la retraite, chill comme disent les jeunes","","26","26985525356","478729","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 16:19:19","28.03.2026 17:19:33","28.03.2026 17:19:34","fannie","","","Il n'est pas venu. La degonflette.","","26","26985379787","478728","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 15:42:20","28.03.2026 16:42:49","28.03.2026 16:42:50","fannie","","","A comparer aux test covids et plus si affinites. Vendre des produits qui ne servent a rien est meme legal.","","26","26985284844","478727","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 15:40:51","28.03.2026 16:41:02","28.03.2026 16:41:06","Foudupuix","","","Ah quand les grands professeurs de bureau hors-sol qui se certifieraient enfin au contact de la vraie médecine de ville, de la vraie vie des patients et des médecins? Parce que franchement, la perte de temps qui est envisagée pour les médecins (participations à telle ou telle études/recueil/expertise/LCA/apprentissage de telle ou telle façon de communiquer selon les normes françaises et enarquiennes......des choses bien loin du terrain, bien universitaires) se fera bien ressentir sur les patients.","","26","26985280425","478726","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 15:34:49","28.03.2026 16:34:53","28.03.2026 16:34:59","Foudupuix","","","C'est vrai que quand les patients sortent du service hospitalier, les médecins de villes sont au courant 3 mois après de leur hospitalisation (le temps de faire le courrier?)....Parfois, on apprend leur hospitalisation quand on va constater leur décès, puis on reçoit le courrier 15 jours plus tard. On peut plutôt clairement dire que les patients sont lachés dans la nature. La ""seule"" solution à cette lenteur, voire cette non communication: les IPA! Les applications! Les start-up en tout genre! L'IA. Et si l'hôpital communiquait juste un peu mieux, plus vite? Ca ferait moins de gadget, moins cher et puis efficace. Mais bon , l'ère est plutôt à tourner couteusement autour des vraies et ultra-simples solutions. Ca permet de créer des problèmes, qu'il faudra résoudre par la création de nouveaux emplois.","","26","26985263829","478725","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Refusé","","28.03.2026 14:35:08","28.03.2026 15:35:14","28.03.2026 15:35:15","MARIE JO G","","","je ne sais pas si c'est un bon joueur, en tout cas, il sait faire parler de lui : de son rire de bécasse quand on les conseille de prendre le train plus que l'avion, ses histoires en boîte de nuit, son affaire avec le PSG et là Drôle de monde !.","","26","26985122800","478724","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 14:31:31","28.03.2026 15:31:49","28.03.2026 15:31:55","Marjorie","","","En matière d’arrêt de travail et arrêt maladie longue durée, il y a des disparités entre les malades selon le secteur d’activité dont ils relèvent; les fonctionnaires sont le mieux lotis mais pas la caissière de carrefour ou le maçon de Vinci! Malgré tout, certains sont très rusés et arrivent à obtenir une invalidité et le remboursement des différents prêts bancaires octroyés pour l’achat d’une maison et la voiture ! Je me suis faites avoir plus de 3 fois, patient en arrêt maladie et surpris dans un restaurant, au bar aidant sa compagne dans le service ! Un second, connu pour dépression chronique depuis l’âge de 20 ans ( TS) et qui a réussi à annuler ses mensualités de prêt octroyés à l’âge de 45 ans , invalidité, exonération TM, … en bernant le psychiatre ! il a 69 ans aujourd’hui et toujours revendicateur pour obtenir des avantages malgré une maison mise en vente à 700000euros car il a récupéré la maison de la belle mère vue sur l’océan ! Le 3eme arrêté pour un lumbago et vu sur le toit de sa maison pour passer le karcher… Quoiqu’on pense, les abus existent dans un système sensé aider les malades et qui parfois utilisés pour tirer profit. Enfin il y a des patients consciencieux touchés par des maladies chroniques et demandent à reprendre leur travail pour sortir de l’univers des chimiothérapies et de de la maladie dépressive, j’en connais bien plus que 3!","","26","26985114241","478723","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 14:24:34","28.03.2026 15:25:08","28.03.2026 15:25:09","fannie","","","C'est vraiment ca. Il faut venir incognito. Des que le syndrome VIP montre son nez, les gens paniquent et les catastrophes s'ensuivent.","","26","26985098655","478722","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 14:23:00","28.03.2026 15:23:21","28.03.2026 15:23:23","MARIE JO G","","","et oui, il y a de l'argent à gagner en santé et chacun veut sa part du gâteau","","26","26985095070","478721","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 14:22:05","28.03.2026 15:22:07","28.03.2026 15:22:11","fannie","","","La loge c'est pour toi. Dis toi que la personne qui m'a raconte l'histoire a un poste identique. Si tu veux je te raconte une autre histoire de gazier pas tres futfut (c'est tres courant), dans un hopital New Yorkais. Enfant qu'on rentre dans le tunnel. Le gazier, arrogant, mais pas tres intelligent (c'est tres courant), arrive pour la sedation, dans la salle d'IRM (le niveau intellectuel) avec chariot et bombonne d'oxygene. Le tout part a une vitesse folle, electro magnetique et dechire completement ce pauvre enfant mort sur le coup. Tu veux connaitre le prix du ""settlement""?","","26","26985091884","478720","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 23:48:04","29.03.2026 00:48:21","29.03.2026 00:48:22","CYRILLE V","","","La quantité est tellement importante qu’elle interroge les experts internationaux sur la possibilité matérielle d’en produire autant. La liste des rétractations est loin d’être close.","","26","26986499716","478740","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 22:02:57","28.03.2026 23:03:10","28.03.2026 23:03:11","MARIE JO G","","","quel intérêt de parler de cela ?","","26","26986292630","478739","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 20:00:01","28.03.2026 21:00:31","28.03.2026 21:00:32","Sniffeur","","","Tout gratis aux frais des autres….La gauche lambertiste","","26","26985978644","478738","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 19:56:38","28.03.2026 20:57:07","28.03.2026 20:57:08","rob06","","","et à signer des tribunes réclamant encore plus de recrutements adminsitratifs","","26","26985970486","478737","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 19:53:23","28.03.2026 20:53:40","28.03.2026 20:53:43","STEPHANE L_9","","","Pour suivre mes patients chroniques je sais faire très bien tout seul, et qu'on organise des ateliers mémoire à jouer au jeu de l'oie pour des retraités désœuvrés, arrêtons le scandale dans la médiocrité. Avant la dissolution d’Asalee supprimer le L pour libéral, elles sont toutes salariés à beaucoup moins de 35 heures. ASALEE = ASSEZ","","26","26985960979","478736","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 18:45:11","28.03.2026 19:45:17","28.03.2026 19:45:22","MARIE JO G","","","Oui bien sur il y a des gens qui abusent mais il y a des moyens de contrôle qui existent pour l'employeur qui peut demander un contrôle médical, le passage d'un huissier quand on pense qu'il y a un autre travail, vous: vous pouvez demander l'avis du médecin du travail, du spécialiste qui suit le patient... Les abus existent partout quand il y a de l'argent à gagner facilement , vous voyez bien avec le passage au tout informatisé, on peut vous détourner votre argent. Médecin libérale, médecin du travail et aujourd'hui médecin en SMR, je n'ai jamais eu l'impression de me faire avoir, en cas de doute j'ai toujours développé une stratégie, j'ai toujours travaillé en réseau et ça aide.","","26","26985774830","478735","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 18:36:14","28.03.2026 19:36:22","28.03.2026 19:36:24","Frava","","","Un bon médecin, même libéral. Donc même en libéral, il y a des bons médecins. Quelle condescendance d'un hospitalier!","","26","26985754079","478734","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 18:27:17","28.03.2026 19:27:30","28.03.2026 19:27:39","MARIE JO G","","","pour que les patients aillent en SMR, ils arrivent bien à faire le courrier, pourquoi est ce si difficile quand ils rentrent au domicile ? oui on a l'art de compliquer une chose simple: le courrier de sortie, il y a des internes dans les services, des secrétaires, il y a aujourd'hui des outils: dictaphones, reconnaissance vocale (même si parfois ça fait des courriers bizarres quand ils ne sont pas relus). Mais il y a quelque chose de grave aujourd'hui, on fait pour faire (plaisir aux instances) mais pas pour la qualité du soin , on voit des courriers qui disent tout et son contraire, pas relu...des patients qui sortent sans comprendre ce qu'il leur est arrivé, avec des modifications de traitement non expliqué, ce qui provoque ensuite des conflits , ça nous mange une partie de notre temps. En fait, on fait un travail comme à la chaine sans penser avant et après, or le soin c'est plus que cela me semble t il et ça coute beaucoup plus cher de raisonner ainsi, je pense.","","26","26985726187","478733","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 18:02:02","28.03.2026 19:02:16","28.03.2026 19:02:21","Dr MARCO","","","Bien sûr, vous avez entièrement raison. On sait tous que le médecin généraliste est souvent désespérément seul dans son cabinet… à se dépatouiller avec son patient qu’il sent parfois indélicat dans sa manière de procéder. Mais la marche de manœuvre du MG est étroite. Un très grand nombre de nos patients sont bien sûr de bonne foi, mais il est certain qu’une autre partie d’entre eux, pas forcément négligeable de nos jours, vont se dépatouiller aussi mais pour nous rouler dans la farine. « Docteur j’ai toujours mal. Vous m’avez demandé à scanner, mais je ne l’ai que dans un mois et demi (vous pensez que ce rendez-vous à la saint-glinglin les arrange bien !). Je ne vais tout de même pas pouvoir reprendre le travail comme ça ! ». Si le patient savait qu’il y avait un lien étroit entre son MG, le médecin-conseil et le médecin du travail, il serait certainement un peu plus prudent dans la manière de nous mener en bateau. Je parle bien entendu toujours du même patient pas très honnête et qui est à la recherche de la prolongation la plus longue possible de son arrêt, peut-être sous l'effet d'un vague relent de l'époque Covid où on lui filait des arrêts à tour de bras. Conclusion, il faudrait que les médecins conseils acceptent de consacrer une partie de leur temps à ouvrir une communication avec le MG. Idem pour le médecin du travail qui devrait en faire autant. Un coup de fil ca prend 2 mn et un mail 30 secondes. Évidemment, on va nous dire à les médecins conseil et du travail sont débordés et en sous-effectifs et ils n’auront pas le temps de gérer cela. Mais c'est une autre question qui est l’affaire des autorités de santé. A eux de la gérer... Au final, il faut savoir ce que l’on veut.","","26","26985658027","478732","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 17:44:18","28.03.2026 18:44:42","28.03.2026 18:44:44","Frava","","","Avec notre CPTS, on essaie depuis 2 ans d'améliorer le lien avec les cardiologues hospitaliers. Aucun résultat, ça ne les intéresse pas. Plus rentable que les patients reviennent à l'hôpital. La prévention et le bon suivi en ville n'apportent rien, ça prend du temps et plus personne n'a encore le temps. Sauf les Starts-Ups qui espèrent de rentabiliser le manque de communication.","","26","26985610835","478731","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 22:51:10","26.03.2026 23:51:33","26.03.2026 23:51:35","CYRILLE V","","","Évidemment. Sauf que quand le patient arrive totalement paniqué par les exigences impérieuses du kiné, ça prend plus de temps de lui expliquer qu’il n’y a pas d’urgence à le recevoir le jour même que de le recevoir immédiatement en consultation.","","26","26979994166","478619","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 21:45:29","26.03.2026 22:45:39","26.03.2026 22:45:40","CYRILLE V","","","C’est le même que le syndicat de « professionnels » de santé favorable à la désinformation","","26","26979832841","478618","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 21:44:07","26.03.2026 22:44:25","26.03.2026 22:44:27","CYRILLE V","","","Jérôme Marty est certainement autant terrorisé par ton jugement lapidaire que par ton expertise scientifique 🤡","","26","26979829539","478617","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 20:16:52","26.03.2026 21:16:59","26.03.2026 21:17:00","DIDIER F","","","À votre santé 🥂","","26","26979601131","478616","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 20:13:38","26.03.2026 21:14:06","26.03.2026 21:14:10","MARIE JO G","","","j'ai quitté la santé au travail depuis 13 ans et j'ai l'impression que rien n'a changé. Les entreprises ont toujours du mal à aménager des postes, les médecins libéraux ne contactent pas le médecin du travail pour connaitre la réalité du poste...et les médecins conseils restent juges dans l'arbitraire sans interroger le médecin traitant, ni le médecin du travail. Une façon de savoir si un salarié est motivé pour une reprise, c'est lui proposer un aménagement de poste, de le faire reprendre, si refus: on sait à qui on a à faire et ça permet d'éviter d'être dans le jugement car qui qu'on soit, on n'est pas à la place des gens.","","26","26979591408","478615","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 19:49:18","26.03.2026 20:49:24","26.03.2026 20:49:25","jean-pierre m_6","","","Vous connaissez vraiment mal les USA.... Neanmoins aux USA comme en France la diffamation d'un confrère est punissable...","","26","26979519928","478614","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 19:44:46","26.03.2026 20:44:54","26.03.2026 20:44:55","jean-pierre m_6","","","je suppose que vos etudes vous ont permis d'acquérir suffisamment de connaissances sur la virologie et les vaccins pour vous permettre de porter de telles jugements....","","26","26979504230","478613","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 19:31:44","26.03.2026 20:32:10","26.03.2026 20:32:10","fannie","","","Premier Avril.","","26","26979471762","478612","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 19:30:51","26.03.2026 20:30:56","26.03.2026 20:30:58","fannie","","","Les prix des nouveaux medicaments sont simplement honteux. Ils n'ont plus aucune limite. Merci a l'etat francais de limiter ces debordements.","","26","26979468940","478611","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 19:28:17","26.03.2026 20:28:36","26.03.2026 20:28:39","fannie","","","La quantite de fake news repandues par cet individu pendant covid fut simplement incroyable. Le plus incroyable est qu'il soit encore autorise a voir des patients. L'image de la medecine en sort gravement diminuee.","","26","26979463547","478610","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 18:58:30","26.03.2026 19:58:40","26.03.2026 19:58:42","DOMINIQUE B_281","","","Marty, suppo de la Macronie et de la désinformation. S’il était aux USA, il serait déjà en taule….","","26","26979381432","478609","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 18:57:46","26.03.2026 19:57:59","26.03.2026 19:58:00","BDA_1","","","La photo donne confiance..","","26","26979378784","478608","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 18:35:39","26.03.2026 19:35:59","26.03.2026 19:36:02","pierre B_28","","","l'ordre des médecins écoute les antivax? nous ne sommes pas (encore) aux Etats-Unis!","","26","26979313336","478607","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 18:13:51","26.03.2026 19:13:59","26.03.2026 19:14:00","JLCB","","","Déjà... Ah Ah Ah","","26","26979247341","478606","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 17:58:14","26.03.2026 18:58:34","26.03.2026 18:58:36","Michel d_44","","","Quel est ce soi-disant ""syndicat de professionnels de santé hostile à la vaccination"" ?","","26","26979207020","478605","Editer"
